condition_id,source,week_start,sentiment_score,sentiment_direction,post_count
0xb36d9c4fb1fac427ee93c27730c7c2b88c8e6000c7ff693bbcab68458b658f6c,truth_social,2024-10-28 00:00:00,-0.115,-1,3
0xb36d9c4fb1fac427ee93c27730c7c2b88c8e6000c7ff693bbcab68458b658f6c,truth_social,2024-11-18 00:00:00,0.09123,1,3
0xb36d9c4fb1fac427ee93c27730c7c2b88c8e6000c7ff693bbcab68458b658f6c,truth_social,2024-12-02 00:00:00,0.31738,1,6
0xb36d9c4fb1fac427ee93c27730c7c2b88c8e6000c7ff693bbcab68458b658f6c,truth_social,2024-12-16 00:00:00,0.9836,1,2
0x9ced49b3bb85caa25de45a49221bd9f0ef0aca2eb80dfa2700dfe0ac37f799d5,truth_social,2024-05-06 00:00:00,-0.4513,-1,2
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-04-22 00:00:00,0.08055,1,6
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-04-29 00:00:00,-0.17165,-1,4
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-05-06 00:00:00,-0.22327,-1,6
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-05-27 00:00:00,-0.30253,-1,4
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-06-03 00:00:00,0.5105,1,8
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-06-10 00:00:00,0.47514,1,5
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-06-17 00:00:00,0.19704,1,5
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-06-24 00:00:00,-0.31498,-1,4
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-07-01 00:00:00,0.1172,1,6
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-07-22 00:00:00,0.01692,0,5
0xa307945df868b9b1e7378bab702f82da547144e5d264e2894a3c163db348ae03,truth_social,2024-07-29 00:00:00,0.21845,1,6
